item_code|item_name|item_desc|join_life|joinlife_title|joinlife_desc|item_price
300000|FALDA MINI RAYA DIPLMATICA|"""Falda mini de tiro alto. Bajo asimetrico. Cierre lateral con cremallera oculta por solapa."""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1995
300001|FALDA MINI RAYA DIPLMATICA|"""Falda mini de tiro alto. Bajo asimetrico. Cierre lateral con cremallera oculta por solapa."""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1995
300002|FALDA MINI RAYA DIPLMATICA|"""Falda mini de tiro alto. Bajo asimetrico. Cierre lateral con cremallera oculta por solapa."""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1995
300003|FALDA PANTALÓN MINI|"""Falda pantalon de tiro alto. Bajo acabado en evase. Cierre frontal con botones."""|False|||2295
300004|FALDA MINI VOLANTE|"""Falda mini de tiro alto. Bajo acabado en volantes. Cierre en espalda con cremallera oculta en costura."""|False|||2995
300005|BERMUDA PAPERBAG EFECTO PIEL|"""Bermuda de tiro alto con elastico en espalda. Bolsillos delanteros. Cierre frontal con cremallera, boton interior y gancho metalico. Cinturon del mismo tejido."""|False|||1995
300006|FALDA EFECTO PIEL PAPERBAG|"""Falda mini con cintura elastica y cinturon combinado a tono. Bolsillos delanteros de plastron con solapa y boton."""|False|||2295
300007|BERMUDA PAPERBAG EFECTO PIEL|"""Bermuda de tiro alto con elastico en espalda. Bolsillos delanteros. Cierre frontal con cremallera, boton interior y gancho metalico. Cinturon del mismo tejido."""|False|||1995
300008|BRAGUITA PUNTO JACQUARD|"""Braguita de tiro muy alto con cintura elastica. Acabados en rib combinados a contraste."""|False|||1795
300009|SHORTS PUNTO TACTO SUAVE|"""Shorts de punto de tiro alto."""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1795
300010|SHORTS FELPA|"""Shorts de tiro alto con cintura elastica."""|False|||1595
300011|SHORTS OCHOS|"""Shorts de tiro alto con cintura elastica y cordones ajustables. Detalle de tejido tacto suave."""|False|||1995
300012|BERMUDA BOTONES|"""Bermuda de tiro alto. Bolsillos en delantero. Aplicacion botones metalicos. Cierre lateral con cremallera oculta en costura."""|False|||2995
300013|BERMUDA ESTRUCTURA|"""Bermuda de tiro alto. Bolsillos delanteros. Detalle de botones metalicos. Cierre lateral con cremallera oculta en costura."""|False|||2995
300014|BERMUDA BOTONES|"""Bermuda de tiro alto. Bolsillos en delantero. Detalle de falsos botones metalicos en delantero. Cierre con cremallera lateral oculta en costura."""|False|||2595
300015|FALDA FELPA|"""Falda midi. Tiro alto con cintura elastica ajustable con cordones."""|True|JOIN LIFE Care for fiber: al menos 50% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
300016|FALDA FELPA|"""Falda midi. Tiro alto con cintura elastica ajustable con cordones."""|True|JOIN LIFE Care for fiber: al menos 50% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
300017|FALDA FELPA|"""Falda midi. Tiro alto con cintura elastica ajustable con cordones."""|True|JOIN LIFE Care for fiber: al menos 50% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
300018|FALDA MINI EFECTO PIEL|"""Falda mini de tiro alto. Bolsillos delanteros. Detalle de costuras marcadas. Cierre delantero con cremallera oculta por solapa."""|False|||999
300019|FALDA MINI EFECTO PIEL|"""Falda mini de tiro alto. Bolsillos delanteros. Detalle de costuras marcadas. Cierre delantero con cremallera oculta por solapa."""|False|||999
300020|FALDA MINI EFECTO PIEL|"""Falda mini de tiro alto. Bolsillos delanteros. Detalle de costuras marcadas. Cierre delantero con cremallera oculta por solapa."""|False|||999
300021|SHORTS CUADROS|"""Shorts de tiro alto. Bolsillos laterales. Cierre frontal con cremallera y ganchos metalicos."""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|999
300022|BERMUDA RECTA|"""Bermuda de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Cierre frontal con cremallera y gancho metalico."""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|999
300023|FALDA ESTAMPADA NUDO|"""Falda de tiro alto. Detalle de nudo en delantero. Bajo con abertura frontal. Cierre en espalda con cremallera oculta en costura."""|False|||1599
300024|FALDA PLISADA ESTAMPADA|"""Falda midi de tiro alto con cintura elastica. Bajo acabado deshilachado."""|False|||1599
300025|FALDA PLISADA ESTAMPADA|"""Falda midi de tiro alto con cintura elastica. Bajo acabado deshilachado."""|False|||1599
300026|BERMUDA ESTRUCTURA|"""Bermuda de tiro alto. Bolsillos delanteros. Detalle de botones metalicos. Cierre lateral con cremallera oculta en costura."""|False|||2995
300027|BERMUDA ESTRUCTURA|"""Bermuda de tiro alto. Bolsillos delanteros. Detalle de botones metalicos. Cierre lateral con cremallera oculta en costura."""|False|||2995
300028|BERMUDA CUADROS|"""Bermuda de tiro alto. Detalles de pinzas y aberturas laterales. CIerre lateral con cremallera oculta en costura."""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|2295
300029|FALDA MINI TERCIOPELO|"""Falda corta de tiro alto. Detalle tejido drapeado en delantero. Cierre en espalda con cremallera oculta en costura."""|False|||2995
300030|FALDA MINI JACQUARD|"""Falda mini de tiro alto. Bajo con abertura en lateral. Detalle de alamares en delantero. Cierre en espalda con cremallera oculta en costura."""|False|||2595
300031|FALDA BERMUDA EFECTO PIEL CINTURÓN|"""Falda bermuda tiro medio. Bajo acabado con abertura lateral. Detalle de cinturon con cadenas. Cierre lateral oculto con cremallera."""|False|||2595
300032|SHORTS SATINADO|"""Shorts de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Detalle de pinzas. Cierre frontal con cremallera, boton interior y gancho metalico."""|False|||2295
300033|SHORTS EFECTO PIEL|"""Shorts de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Detalle de pinzas. Cierre frontal con cremallera y gancho metalico."""|False|||1995
300034|SHORTS SATINADO|"""Shorts de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Detalle de pinzas. Cierre frontal con cremallera, boton interior y gancho metalico."""|False|||2295
300035|FALDA PANTALÓN|"""Falda pantalon de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Cierre frontal con cremallera y gancho metalico."""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1995
300036|FALDA BERMUDA ESTAMPADA|"""Falda bermuda de tiro alto. Detalle de lazo combinado a tono. Bajo acabado con volantes. Cierre con cremallera lateral oculta en costura."""|True|JOIN LIFE Care for fiber: al menos 50% viscosa Join Life.|"""Esta fibra se obtiene de madera de bosques gestionados de forma mas sostenible donde los arboles se cultivan de forma controlada con programas que garantizan su reforestacion. Se produce en instalaciones que cumplen con EU BAT (Best Available Techniques), exigentes estandares medioambientales definidos por la Union Europea que reducen las emisiones y la generacion de residuos."""|799
300037|FALDA BERMUDA ESTAMPADA|"""Falda bermuda de tiro alto. Detalle de lazo combinado a tono. Bajo acabado con volantes. Cierre con cremallera lateral oculta en costura."""|True|JOIN LIFE Care for fiber: al menos 50% viscosa Join Life.|"""Esta fibra se obtiene de madera de bosques gestionados de forma mas sostenible donde los arboles se cultivan de forma controlada con programas que garantizan su reforestacion. Se produce en instalaciones que cumplen con EU BAT (Best Available Techniques), exigentes estandares medioambientales definidos por la Union Europea que reducen las emisiones y la generacion de residuos."""|799
300038|FALDA BERMUDA ESTAMPADA|"""Falda bermuda de tiro alto. Detalle de lazo combinado a tono. Bajo acabado con volantes. Cierre con cremallera lateral oculta en costura."""|True|JOIN LIFE Care for fiber: al menos 50% viscosa Join Life.|"""Esta fibra se obtiene de madera de bosques gestionados de forma mas sostenible donde los arboles se cultivan de forma controlada con programas que garantizan su reforestacion. Se produce en instalaciones que cumplen con EU BAT (Best Available Techniques), exigentes estandares medioambientales definidos por la Union Europea que reducen las emisiones y la generacion de residuos."""|799
300039|FALDA BERMUDA ESTAMPADA|"""Falda bermuda de tiro alto. Detalle de lazo combinado a tono. Bajo acabado con volantes. Cierre con cremallera lateral oculta en costura."""|True|JOIN LIFE Care for fiber: al menos 50% viscosa Join Life.|"""Esta fibra se obtiene de madera de bosques gestionados de forma mas sostenible donde los arboles se cultivan de forma controlada con programas que garantizan su reforestacion. Se produce en instalaciones que cumplen con EU BAT (Best Available Techniques), exigentes estandares medioambientales definidos por la Union Europea que reducen las emisiones y la generacion de residuos."""|799
300040|FALDA BERMUDA ESTAMPADA|"""Falda bermuda de tiro alto. Detalle de lazo combinado a tono. Bajo acabado con volantes. Cierre con cremallera lateral oculta en costura."""|True|JOIN LIFE Care for fiber: al menos 50% viscosa Join Life.|"""Esta fibra se obtiene de madera de bosques gestionados de forma mas sostenible donde los arboles se cultivan de forma controlada con programas que garantizan su reforestacion. Se produce en instalaciones que cumplen con EU BAT (Best Available Techniques), exigentes estandares medioambientales definidos por la Union Europea que reducen las emisiones y la generacion de residuos."""|799
300041|BERMUDA EFECTO PIEL|"""Bermuda de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Detalle de pinzas. Cinturon lazada en mismo tejido.<br/>Cierre frontal con cremallera y gancho metalico."""|False|||1995
300042|BERMUDA EFECTO PIEL|"""Bermuda de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Cinturon lazada en mismo material. Cierre frontal con cremallera y ganchos metalicos."""|False|||2295
300043|BERMUDA EFECTO PIEL|"""Bermuda de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Detalle de pinzas. Cinturon lazada en mismo tejido.<br/>Cierre frontal con cremallera y gancho metalico."""|False|||1995
300044|FALDA MINI EFECTO PIEL|"""Falda mini de tiro alto. Detalle de costuras marcadas. Cierre en espalda con cremallera."""|False|||1995
300045|FALDA MINI ABERTURA|"""Falda mini de tiro alto. Bajo con abertura lateral. Cierre con cremallera lateral oculta en costura."""|False|||2595
300046|FALDA MINI DRAPEADA|"""Falda mini de tiro alto. Detalle de tejido drapeado en cintura. Cierre en espalda con cremallera oculta en costura."""|False|||2995
300047|FALDA MINI VOLANTE|"""Falda mini de tiro alto. Bajo acabado en volantes. Cierre en espalda con cremallera oculta en costura."""|False|||2995
300048|FALDA TERCIOPELO|"""Falda midi de linea evase. Cierre en espalda con cremallera oculta en costura."""|False|||3995
300049|FALDA MINI TERCIOPELO FLECOS|"""Falda mini de tiro alto. Detalle de frunce y lazada en delantero. Bajo acabado en flecos combinados a tono. Cierre en espalda con cremallera oculta en costura."""|False|||2995
300050|FALDA MIDI ESTAMPADA|"""Falda midi de tiro alto. Cierre lateral con cremallera oculta en costura."""|False|||3995
300051|FALDA TACTO SUAVE|"""Falda midi de tiro alto con cintura elastica. Bajo acabado con abertura en espalda."""|False|||1595
300052|FALDA MINI ESTAMPADA|"""Falda mini de tiro alto. Detalle de alamares en delantero. Bajo con abertura lateral. Cierre lateral con cremallera oculta en costura."""|False|||2595
300053|FALDA TUBO COSTURAS|"""Falda de tiro alto. Detalle de costuras marcadas. Bajo con abertura lateral. Cierre con cremallera oculta en costura."""|False|||3995
300054|FALDA PLISADA CUADROS|"""Falda midi de linea evase. Cierre lateral con cremallera oculta en costura.<br/><br/>"""|False|||3995
300055|FALDA MINI EFECTO PIEL|"""Falda mini de tiro alto. Detalle de costuras marcadas. Cierre en espalda con cremallera."""|False|||1995
300056|FALDA MINI EFECTO PIEL|"""Falda mini de tiro alto. Detalle de costuras marcadas. Cierre en espalda con cremallera."""|False|||1995
300057|FALDA MINI  BOLSILLOS|"""Falda mini de tiro alto. Bolsillos de plastron con solapa. Cierre frontal con cremallera y boton."""|False|||2295
300058|BERMUDA EFECTO PIEL|"""Bermuda de tiro alto con cintura elastica. Bolsillos laterales y falso bolsillo de vivo en espalda."""|False|||2295
300059|FALDA MINI COMBINADA|"""Falda corta de tiro alto. Detalle de falsos botones joya en delantero. Bajo acabado en abertura frontal. Cierre en espalda con cremallera oculta en espalda."""|False|||2995
400000|CUERPO PERKINS SARGA|"""Cuerpo de cuello subido y manga corta. Bajo acabado asimetrico. Cierre en espalda con cremallera oculta en costura."""|False|||1595
400001|CUERPO PERKINS SARGA|"""Cuerpo de cuello subido y manga corta. Bajo acabado asimetrico. Cierre en espalda con cremallera oculta en costura."""|False|||1595
400002|CUERPO PERKINS SARGA|"""Cuerpo de cuello subido y manga corta. Bajo acabado asimetrico. Cierre en espalda con cremallera oculta en costura."""|False|||1595
400003|SUDADERA CROPPED  FELPA|"""Sudadera corta de cuello subido y manga larga. Bajo asimetrico. Cierre frontal con cremallera."""|True|JOIN LIFE Care for fiber: al menos 50% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1795
400004|SUDADERA CROPPED  FELPA|"""Sudadera corta de cuello subido y manga larga. Bajo asimetrico. Cierre frontal con cremallera."""|True|JOIN LIFE Care for fiber: al menos 50% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1795
400005|CAMISETA CAPUCHA|"""Camiseta confeccionada con tejido elastico. Cuello subido con capucha y manga larga. Cierre frontal tipo polo con cremallera oculta en costura."""|False|||1795
400006|TOP RIB CUELLO ALTO|"""Top de cuello subido y manga sisa."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|595
400007|TOP RIB CUELLO ALTO|"""Top de cuello subido y manga sisa."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|595
400008|TOP RIB CUELLO ALTO|"""Top de cuello subido y manga sisa."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|595
400009|CHAQUETA CANALÉ BOTONES|"""Chaqueta cropped de algodon con cuello redondo y manga larga. Cierre frontal con botones."""|True|JOIN LIFE Care for fiber: al menos 85% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400010|CHAQUETA CANALÉ BOTONES|"""Chaqueta cropped de algodon con cuello redondo y manga larga. Cierre frontal con botones."""|True|JOIN LIFE Care for fiber: al menos 85% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400011|CHAQUETA CANALÉ BOTONES|"""Chaqueta cropped de algodon con cuello redondo y manga larga. Cierre frontal con botones."""|True|JOIN LIFE Care for fiber: al menos 85% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400012|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400013|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400014|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400015|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400016|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400017|TOP CAPUCHA LIMITLESS CONTOUR COLLECTION|"""Top confeccionado con tejido que se adapta al contorno de tu cuerpo. Cuello subido con capucha y manga larga."""|True|JOIN LIFE Care for fiber: al menos 50% poliamida reciclada.|"""Esta fibra se obtiene a partir del residuo que se recupera de otras producciones de poliamida. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1595
400018|TOP LIMITLESS CONTOUR COLLECTION|"""Top corto confeccionado con tejido que se adapta al contorno de tu cuerpo. Cuello redondo y manga larga."""|True|JOIN LIFE Care for fiber: al menos 50% poliamida reciclada.|"""Esta fibra se obtiene a partir del residuo que se recupera de otras producciones de poliamida. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1295
400019|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400020|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400021|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400022|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400023|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400024|BODY CANALÉ|"""Body de cuello redondo y manga corta. Cierre en bajo con botones a presion."""|False|||1595
400025|BODY CANALÉ|"""Body de cuello subido y manga larga. Cierre en bajo con botones a presion."""|False|||1295
400026|BODY HOMBRERAS|"""Body de escote pico. Manga larga con hombreras. Cierre en bajo con botones a presion."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1795
400027|BODY HALTER|"""Body de cuello subido con manga sisa. Cierre en bajo con botones a presion."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1595
400028|BODY ESCOTE CORAZÓN|"""Body de escote corazon y manga larga. Cierre en bajo con botones a presion."""|False|||1795
400029|BODY CANALÉ BOTONES|"""Body de cuello redondo y manga larga. Botones tipo polo en delantero. Cierre en bajo con botones a presion."""|False|||1795
400030|BODY ENCAJE|"""Body de cuello subido y manga sisa. Cierre en bajo con botones a presion."""|False|||1595
400031|BODY ENCAJE|"""Body de cuello subido y manga sisa. Cierre en bajo con botones a presion."""|False|||1595
400032|BODY ENCAJE|"""Body de cuello subido y manga sisa. Cierre en bajo con botones a presion."""|False|||1595
400033|BODY CANALÉ BOTONES|"""Body de cuello redondo y manga larga. Botones tipo polo en delantero. Cierre en bajo con botones a presion."""|False|||1795
400034|BODY CANALÉ BOTONES|"""Body de cuello redondo y manga larga. Botones tipo polo en delantero. Cierre en bajo con botones a presion."""|False|||1795
400035|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400036|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400037|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400038|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400039|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400040|CAMISETA RIB VOLANTES|"""Camiseta de cuello redondo y manga larga con volantes en hombrera."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|995
400041|CAMISETA RIB VOLANTES|"""Camiseta de cuello redondo y manga larga con volantes en hombrera."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|995
400042|CAMISETA RIB VOLANTES|"""Camiseta de cuello redondo y manga larga con volantes en hombrera."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|995
400043|CHAQUETA CROPPED|"""Chaqueta corta de cuello redondo y manga larga. Detalle tejido tacto suave. Cierre frontal con botones."""|False|||599
400044|CHAQUETA CROPPED|"""Chaqueta corta de cuello redondo y manga larga. Detalle tejido tacto suave. Cierre frontal con botones."""|False|||599
400045|CUERPO CANALÉ TACTO SUAVE|"""Cuerpo de cuello redondo y manga larga. Tejido tacto suave. Detalle de costuras marcadas."""|False|||1295
400046|CUERPO CANALÉ TACTO SUAVE|"""Cuerpo de cuello redondo y manga larga. Tejido tacto suave. Detalle de costuras marcadas."""|False|||1295
400047|CUERPO CANALÉ TACTO SUAVE|"""Cuerpo de cuello redondo y manga larga. Tejido tacto suave. Detalle de costuras marcadas."""|False|||1295
400048|CAMISETA UNISEX COLABORACIÓN COCO CAPITAN|"""Camiseta unisex de cuello redondo y manga larga. Detalle de parche combinado a contraste en bajo delantero.<br/><br/>Colaboracion con la artista Coco Capitan. La coleccion unisex «green house is Green» es parte de un poema en el que narra un sueño, donde vivia en una casa rodeada de naturaleza."""|True|JOIN LIFE Care for fiber: al menos 50% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1995
